class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;20.17;p;t;n;f;p;c;w;12.81;66.79;b;y;n;p;e;f;f;r;d;u
e;9.16;x;t;y;f;p;c;y;8.15;16.06;u;s;y;p;y;t;e;w;d;a
e;1.51;c;g;n;f;a;c;g;4.79;1.27;e;s;g;p;l;f;f;w;l;a
p;2.21;f;t;y;f;x;c;n;7.85;2.86;u;l;y;u;f;f;f;n;g;u
p;8.27;f;t;n;t;d;c;n;5.26;11.55;b;l;n;p;u;f;f;g;d;a
e;3.37;s;d;u;t;d;c;p;4.08;6.17;b;s;g;u;p;f;f;u;d;a
p;1.99;b;g;g;f;a;c;g;4.82;1.96;c;s;n;u;l;f;f;k;d;u
e;2.85;b;y;n;f;d;c;k;6.66;2.72;e;s;w;u;b;f;f;k;d;u
p;7.99;b;y;w;f;x;c;p;15.41;18.52;s;y;w;u;e;f;f;e;d;a
e;10.9;x;y;e;f;e;c;w;6.57;25.35;b;s;n;p;w;t;e;w;d;a
p;6.33;b;s;g;f;d;c;g;9.06;11.94;b;s;w;u;w;t;z;r;d;u
e;8.43;x;d;e;f;x;c;w;7.93;19.27;c;s;w;f;f;f;f;w;d;u
e;11.93;x;s;w;t;e;c;g;12.08;17.63;s;s;w;p;w;t;l;u;m;u
p;2.85;x;s;g;f;d;c;w;2.55;6.76;b;y;w;u;e;f;f;e;g;a
p;8.76;p;g;n;f;e;c;w;7.94;17.4;s;y;w;u;w;t;p;e;d;u
e;4.52;x;t;n;f;a;d;w;5.39;5.24;b;s;o;p;y;f;f;w;d;a
p;4.87;c;i;y;f;x;c;n;6.12;7.42;u;i;w;p;w;f;f;n;d;a
p;6.03;b;d;n;f;a;c;n;6.06;6.47;s;i;y;p;w;t;r;k;d;a
p;3.29;s;w;n;t;d;c;n;3.36;6.16;b;l;n;p;l;f;f;u;d;u
p;2.9;f;y;e;f;e;c;w;4.21;3.4;u;k;w;p;w;t;e;w;d;a
p;2.77;s;s;w;f;d;c;w;2.97;7.79;b;y;w;u;e;f;f;e;g;a
e;5.66;c;h;n;f;f;f;f;6.53;21.87;s;y;n;p;o;f;f;n;d;s
p;8.52;x;t;n;f;x;c;y;5.53;17.48;b;s;y;u;y;f;f;w;d;a
p;13.7;x;h;n;t;p;d;o;6.74;24.84;c;d;y;p;y;f;f;p;d;a
p;2.94;f;w;o;t;d;c;n;3.46;6.38;b;t;n;u;y;f;f;w;d;u
p;2.05;p;t;n;f;a;c;g;7.95;2.65;s;t;y;p;w;t;e;k;m;a
e;8.54;s;t;l;f;s;c;b;8.52;19.84;b;y;u;u;o;f;f;w;d;w
e;5.93;f;i;n;f;e;c;n;3.77;11.5;s;y;w;p;w;t;r;n;w;u
p;2.91;c;s;w;f;a;c;w;3.24;3.5;b;i;u;u;w;f;f;y;p;u
e;9.41;x;s;n;t;p;c;n;8.23;18.83;c;g;n;p;w;t;p;u;d;u
p;14.85;x;h;o;f;e;c;w;17.36;16.46;s;y;w;u;w;t;r;w;d;a
e;7.56;f;s;n;f;s;c;w;5.7;9.83;b;i;n;u;e;f;f;w;g;u
e;3.5;s;l;y;f;f;f;f;5.69;6.79;c;k;o;p;y;f;f;n;d;a
e;11.08;f;y;w;f;e;c;k;17.08;12.65;c;s;w;p;y;t;e;k;u;u
e;6.88;f;s;n;f;s;c;w;6.07;10.21;b;i;w;u;l;f;f;e;d;a
e;22.71;p;d;e;f;p;c;w;15.76;35.67;s;y;w;u;u;f;f;e;d;u
e;4.33;x;w;y;f;f;f;f;4.59;14.46;s;d;y;p;l;f;f;b;d;a
e;3.91;o;l;n;f;f;f;f;4.57;15.82;s;g;n;p;l;f;f;u;d;s
e;1.25;x;s;n;f;d;c;w;6.22;1.79;c;t;y;f;f;f;f;e;h;a
p;1.5;x;g;y;f;d;d;n;2.41;2.81;c;s;n;u;f;f;f;b;h;u
e;14.33;f;h;g;f;d;c;y;2.75;15.8;u;s;w;f;f;f;f;w;d;a
e;3.07;x;k;n;f;p;c;e;4.69;9.88;s;d;y;f;f;f;f;e;d;a
p;7.42;x;s;g;t;s;d;r;5.23;13.15;r;i;n;u;y;f;f;e;d;u
e;2.16;x;k;b;f;x;d;w;5.64;4.31;c;l;w;f;f;f;f;w;d;u
p;3.99;f;t;n;f;x;c;p;7.04;5.1;e;i;n;p;y;f;f;n;d;a
e;4.75;x;h;n;f;a;d;n;5.37;5.22;s;t;g;p;y;t;l;w;d;a
e;2.54;s;y;n;f;a;d;p;5.44;3.94;c;i;n;f;f;f;f;p;h;u
e;7.86;x;s;n;t;p;c;g;10.41;24.64;e;y;w;f;f;f;f;e;d;a
p;0.82;x;g;w;f;a;d;w;2.77;1.45;u;y;n;p;o;f;f;p;d;a
p;5.55;f;d;n;t;d;c;w;5.21;8.08;b;y;n;u;u;f;f;u;d;a
p;4.52;x;t;o;f;a;c;y;5.9;8.73;e;g;o;f;f;f;f;e;g;a
p;3.0;o;d;k;f;f;f;f;3.42;14.99;s;g;g;p;l;f;f;g;d;a
p;10.0;x;t;n;t;d;c;n;5.43;15.37;b;d;n;u;e;f;f;e;h;u
p;2.91;x;d;w;f;a;d;p;3.95;2.51;e;h;w;f;f;f;f;p;g;a
p;5.52;s;h;u;f;a;c;w;4.81;8.67;b;d;y;u;w;f;f;y;d;u
e;7.7;x;l;n;f;a;c;w;7.01;13.24;u;h;w;u;k;f;f;y;g;u
p;2.97;f;w;u;f;a;c;u;5.38;4.88;b;s;u;u;b;f;f;w;d;u
p;5.58;o;s;n;f;x;c;w;0.0;0.0;f;f;f;p;b;f;f;n;d;a
e;6.45;s;l;n;f;f;f;f;8.99;67.2;u;h;n;p;l;f;f;g;d;u
p;8.35;x;s;n;f;s;c;n;6.08;8.26;u;y;n;u;f;f;f;n;d;a
e;12.23;s;t;w;t;d;c;y;6.64;26.56;b;h;w;u;w;f;f;e;d;a
p;4.28;o;h;w;f;f;f;f;6.01;31.94;c;g;w;p;y;t;f;g;p;a
p;5.83;s;d;o;f;d;c;o;3.99;7.03;e;y;y;f;f;f;f;p;h;a
e;16.39;p;s;w;t;e;c;g;10.61;18.43;s;s;w;p;w;t;l;g;m;a
p;9.65;f;t;n;t;d;c;n;5.61;12.93;s;h;n;u;e;f;f;l;d;u
p;9.08;f;l;r;f;x;c;y;7.19;12.61;b;d;w;u;e;f;f;w;d;u
p;1.07;x;s;y;f;f;f;f;3.39;5.23;e;y;y;p;o;f;f;b;d;u
p;4.63;o;d;w;f;f;f;f;5.83;29.19;c;g;w;p;y;t;f;b;d;u
e;12.4;x;y;e;f;e;c;w;6.67;25.39;b;s;n;p;w;t;e;w;d;a
p;2.4;f;i;l;f;a;c;p;4.33;2.59;c;y;w;f;f;f;f;p;g;u
p;2.06;x;i;e;f;x;c;e;3.42;4.58;c;g;e;u;f;f;f;n;d;a
p;14.82;s;t;k;t;d;c;n;4.81;25.05;b;k;g;p;u;f;f;r;d;a
p;6.32;b;t;w;f;e;c;w;11.18;11.19;b;y;w;u;w;t;l;u;d;u
e;4.62;x;h;y;f;x;c;w;7.06;4.49;e;d;w;f;f;f;f;w;d;u
e;8.39;x;t;n;f;p;d;y;8.34;14.14;c;s;n;f;f;f;f;e;d;a
e;4.83;p;s;w;f;e;c;k;4.5;11.42;b;s;w;p;w;t;e;o;m;a
e;7.07;x;y;n;f;e;c;w;5.41;9.98;c;y;n;f;f;f;f;e;d;u
p;4.74;s;d;o;f;d;c;o;2.81;6.01;e;y;o;f;f;f;f;p;h;a
e;10.92;f;s;n;f;d;d;w;9.47;15.1;c;i;n;p;f;t;l;w;d;u
p;12.79;x;s;n;t;p;d;e;7.96;26.17;c;g;y;p;y;f;f;u;d;u
p;3.53;f;w;u;f;a;c;g;5.74;5.77;s;s;u;u;n;f;f;k;d;a
p;4.06;f;k;n;f;p;c;n;3.2;4.64;s;k;n;p;p;t;f;o;d;u
e;7.47;f;h;k;f;s;d;w;6.31;10.66;s;s;g;f;f;f;f;e;d;a
p;2.9;x;y;n;f;a;c;w;6.01;3.68;b;y;y;p;f;t;r;g;h;u
p;8.92;x;i;n;f;a;c;n;8.62;8.73;b;i;n;p;k;t;z;k;g;u
e;7.65;x;h;e;f;x;c;w;5.69;17.58;c;s;w;f;f;f;f;w;d;a
p;6.89;f;w;n;f;x;c;w;13.31;7.3;r;g;n;f;f;f;f;e;d;a
p;6.64;f;y;g;f;d;c;w;5.6;10.57;b;d;n;u;e;f;f;e;l;w
p;9.74;x;y;w;t;d;c;n;9.76;16.63;s;s;w;p;u;t;l;l;d;a
e;9.07;f;e;b;f;x;c;b;4.96;18.81;b;d;w;u;e;t;f;u;d;a
p;7.45;s;d;n;t;d;c;w;6.32;10.11;b;w;e;u;u;f;f;w;d;a
p;1.84;x;i;l;f;a;c;p;4.19;2.39;c;i;w;f;f;f;f;p;g;a
e;8.09;x;s;g;f;a;c;w;6.97;13.84;u;y;w;u;l;f;f;w;g;a
p;7.35;x;h;e;f;x;d;w;6.18;17.22;b;d;w;u;e;f;f;w;d;a
p;3.12;f;d;b;f;x;c;y;4.82;3.21;b;s;n;p;w;f;f;r;l;a
e;1.37;f;w;g;f;x;d;g;4.83;2.52;s;d;w;u;e;f;f;y;d;a
e;6.15;f;h;e;f;x;c;w;5.68;17.06;c;s;w;f;f;f;f;w;d;u
e;7.36;x;s;n;f;x;c;w;8.3;11.32;c;s;n;f;f;f;f;y;l;a
e;11.07;s;t;w;t;d;c;y;6.24;23.66;b;s;w;u;e;f;f;e;d;a
e;53.87;o;y;y;f;p;c;y;6.11;30.59;s;k;n;u;k;f;f;w;d;s
e;3.12;x;d;o;f;a;c;e;5.08;6.75;b;d;e;u;e;f;f;w;m;a
p;5.72;b;k;n;f;a;c;n;5.36;6.06;s;i;y;p;w;t;l;k;d;u
p;0.84;b;t;y;f;x;c;k;3.38;2.65;b;k;n;p;e;t;f;k;m;u
e;3.24;x;h;e;f;a;c;e;4.53;6.33;b;d;e;u;e;f;f;w;g;u
p;5.76;x;s;e;f;e;c;g;5.08;5.73;u;y;y;f;f;f;f;u;g;u
p;8.98;x;e;o;f;a;c;o;12.14;21.7;r;s;o;p;w;t;r;n;d;u
p;17.58;f;k;w;t;d;d;n;7.12;35.7;c;l;w;u;w;f;f;y;d;w
p;1.47;b;h;n;f;a;c;n;4.41;1.46;u;t;n;p;o;f;f;k;h;a
p;3.49;x;k;n;f;s;c;p;3.85;3.02;u;s;n;u;f;f;f;p;g;a
p;7.61;s;t;g;t;d;c;g;4.56;12.34;b;t;n;p;u;f;f;g;d;u
p;14.41;f;h;o;f;e;c;w;17.1;16.96;s;y;w;u;w;t;r;w;d;a
p;9.65;f;t;g;t;d;c;b;4.55;22.22;e;l;n;u;y;f;f;e;g;a
e;4.25;x;t;o;f;p;c;n;6.26;12.82;c;y;n;u;f;f;f;n;d;a
e;10.98;x;i;n;t;e;c;p;9.37;18.9;b;y;w;u;w;t;p;g;d;a
e;7.96;x;s;n;f;e;c;w;5.84;9.05;b;i;n;p;e;f;f;p;d;a
e;1.6;c;g;n;f;a;c;w;5.21;1.34;e;s;g;f;f;f;f;g;d;a
e;5.54;p;h;n;f;f;f;f;6.04;21.92;s;h;n;u;l;f;f;u;d;s
e;10.29;x;e;l;f;x;c;w;6.82;19.09;s;s;w;f;f;f;f;w;d;u
p;4.11;o;h;w;f;f;f;f;5.16;34.26;c;g;w;p;y;t;f;g;d;a
p;5.66;x;s;g;t;s;d;r;3.85;13.32;r;y;w;u;w;f;f;w;d;a
p;8.28;b;t;w;f;e;c;w;12.67;13.21;b;y;w;u;w;t;e;u;d;a
p;1.46;x;k;n;f;x;c;n;3.62;1.36;b;l;n;u;f;f;f;p;d;s
p;5.39;b;d;n;f;d;c;y;4.51;5.95;b;i;n;u;w;t;l;r;d;a
p;7.74;f;t;n;f;x;c;w;12.08;7.78;r;g;n;p;y;f;f;g;d;u
e;5.77;f;w;y;f;f;f;f;5.02;13.79;c;d;y;p;y;f;f;n;d;a
e;2.76;b;y;n;f;d;c;k;6.15;2.78;e;y;w;u;b;f;f;k;d;s
e;7.27;s;l;w;f;d;c;p;3.48;9.34;u;s;w;f;f;f;f;u;d;u
e;3.32;x;t;n;f;d;d;o;5.45;6.28;c;t;o;u;f;f;f;w;d;a
p;0.55;x;g;o;f;x;c;y;3.65;0.88;s;d;y;p;w;f;f;b;d;a
e;1.57;x;w;g;f;x;d;g;5.59;2.67;s;d;w;u;e;f;f;y;d;s
p;3.04;f;s;g;f;d;c;w;2.73;6.72;b;d;w;u;e;f;f;e;g;u
p;10.58;o;h;n;f;f;f;f;4.25;27.71;s;g;n;p;w;f;f;g;d;u
p;3.09;b;t;r;f;a;c;r;5.04;5.59;s;t;r;u;r;f;f;k;d;a
p;0.7;x;y;o;f;d;c;o;4.96;1.11;u;h;y;p;l;f;f;w;g;a
e;3.02;b;y;n;f;d;c;k;7.07;3.04;e;s;w;u;b;f;f;k;d;s
p;2.76;o;l;g;f;f;f;f;0.0;0.0;f;f;f;p;b;f;f;u;d;w
p;8.9;p;y;w;f;d;c;p;15.44;18.14;s;s;w;u;e;f;f;w;d;a
e;7.14;x;h;y;f;p;c;y;7.23;15.16;e;g;y;p;y;t;r;e;d;a
e;43.08;o;y;y;f;p;d;y;5.35;18.92;s;k;k;f;f;f;f;u;d;u
p;3.18;x;y;b;f;x;c;w;5.08;6.34;u;y;w;f;f;f;f;r;d;a
e;5.13;s;d;b;f;d;d;o;5.14;10.68;s;s;w;f;f;f;f;y;m;w
p;7.42;f;y;e;f;s;c;y;6.11;15.68;u;y;u;f;f;f;f;w;d;a
p;6.98;c;k;y;t;x;c;y;7.0;13.21;b;d;w;p;w;f;f;n;d;a
p;5.3;s;d;u;f;a;c;w;4.57;8.07;b;y;y;u;w;f;f;w;d;a
e;9.14;x;h;n;f;p;d;y;8.06;13.39;c;s;n;f;f;f;f;w;d;a
p;1.45;b;h;n;f;a;c;n;3.86;1.35;u;t;n;p;o;f;f;k;h;a
e;8.5;x;t;g;f;a;d;w;8.2;17.37;b;d;w;u;e;f;f;w;d;a
e;8.65;x;d;e;t;p;d;r;6.15;12.53;e;g;y;f;f;f;f;r;d;u
p;7.42;x;h;e;f;x;d;w;6.67;17.8;b;d;w;u;e;f;f;w;d;a
e;47.85;o;y;y;f;p;d;y;6.33;40.75;c;k;k;f;f;f;f;u;d;u
p;6.72;x;i;n;f;a;c;n;7.13;7.19;c;i;n;p;k;t;z;k;g;a
p;2.88;s;w;n;t;d;c;n;2.85;6.34;b;l;n;u;y;f;f;u;d;a
p;7.28;b;k;n;f;d;c;y;5.96;6.91;b;i;n;u;e;t;s;p;d;u
p;1.76;b;g;g;f;a;c;g;4.37;2.02;c;s;n;u;l;f;f;k;d;a
p;8.35;x;s;w;f;x;c;w;9.52;11.55;r;i;w;p;y;f;f;g;d;a
e;8.65;x;e;l;f;x;c;w;7.02;19.8;c;s;w;f;f;f;f;w;d;u
e;10.94;f;d;w;f;s;c;w;7.86;34.59;s;s;w;u;k;f;f;e;m;s
e;15.26;x;e;n;t;e;c;w;10.82;18.32;b;y;w;p;y;t;r;u;g;a
e;3.77;x;d;e;f;a;c;e;4.64;7.14;b;y;e;u;e;f;f;e;m;a
e;4.55;f;d;o;f;d;d;b;5.63;11.85;s;d;w;f;f;f;f;e;g;w
e;9.51;x;d;w;f;s;c;w;7.42;31.87;s;g;w;f;f;f;f;e;m;s
e;18.28;x;d;o;f;p;c;n;14.12;34.32;s;y;w;u;r;f;f;o;d;a
e;22.61;f;y;n;f;d;c;w;28.29;22.65;s;y;n;p;e;t;m;w;d;u
p;2.97;b;g;k;f;a;c;n;8.27;2.36;s;i;g;u;w;f;f;k;g;a
e;2.27;x;l;b;f;x;d;u;5.08;4.25;c;l;w;f;f;f;f;w;d;a
p;1.26;s;s;y;f;f;f;f;3.51;5.79;b;k;y;u;o;f;f;w;d;a
e;3.48;x;d;n;f;p;c;n;3.98;9.63;c;y;n;u;f;f;f;w;d;a
p;7.84;f;w;p;f;s;c;p;4.78;10.09;b;s;p;u;l;f;f;w;d;a
p;7.21;p;y;w;f;s;c;k;16.06;17.25;c;i;w;f;f;f;f;e;d;a
p;5.56;b;s;k;f;e;c;g;5.79;6.85;u;y;k;u;f;f;f;g;g;u
e;15.53;f;l;g;f;d;c;y;2.81;17.22;e;d;w;f;f;f;f;w;d;a
e;10.36;f;e;b;f;x;c;b;4.46;17.96;c;d;w;p;f;t;f;n;d;a
e;14.93;x;s;w;t;e;c;g;10.21;18.16;s;s;w;p;w;t;r;n;m;a
p;2.35;x;d;w;f;d;d;w;2.38;2.09;u;h;w;f;f;f;f;w;g;u
p;1.94;x;i;l;f;a;d;p;2.92;2.28;c;y;w;f;f;f;f;p;g;u
e;8.11;x;s;n;f;e;c;w;5.31;9.4;z;i;w;p;w;f;f;p;d;u
e;7.66;x;y;n;f;e;c;p;4.72;13.82;e;y;w;p;w;t;r;n;w;a
e;7.11;s;w;y;f;f;f;f;5.68;12.11;c;d;y;p;y;f;f;n;d;a
e;7.28;x;l;g;f;a;c;w;7.81;13.46;u;s;g;f;f;f;f;p;g;u
p;10.28;x;t;n;t;d;c;n;4.82;14.65;s;k;n;u;n;f;f;l;d;a
p;12.5;f;d;g;f;e;c;w;11.24;14.79;b;y;w;u;w;t;r;w;d;u
p;4.64;b;y;l;f;s;c;g;5.97;6.93;s;y;l;u;e;t;e;u;d;a
p;7.96;x;g;n;f;x;c;w;8.65;9.94;r;i;w;f;f;f;f;n;h;u
e;3.26;x;h;y;f;a;c;o;3.45;7.29;b;h;w;u;y;f;f;e;d;u
p;5.22;o;h;w;f;f;f;f;6.01;36.02;c;g;w;p;y;t;f;r;p;u
e;8.63;x;s;r;f;x;c;n;4.63;18.76;u;s;n;f;f;f;f;p;d;a
e;4.0;x;t;n;f;d;d;o;5.91;7.3;c;t;w;f;f;f;f;e;d;w
e;6.95;x;d;p;f;x;c;w;7.11;17.23;c;s;w;f;f;f;f;w;d;u
e;6.49;x;s;k;f;a;c;w;4.2;14.86;b;g;w;u;u;f;f;e;d;u
p;0.77;x;g;n;f;a;c;p;3.84;0.92;c;s;k;p;o;f;f;u;d;s
p;3.6;x;k;n;f;s;c;p;3.76;2.79;b;s;n;u;f;f;f;p;g;a
p;3.63;b;h;n;f;x;c;k;11.08;5.94;s;y;w;p;l;t;r;k;g;u
p;12.26;x;t;r;t;d;c;n;7.15;16.31;b;h;n;u;e;f;f;e;h;a
p;2.44;s;w;o;t;d;c;y;3.01;5.06;b;k;n;u;y;f;f;e;d;a
p;2.51;x;g;n;f;a;c;p;5.95;2.45;s;y;w;u;w;f;f;y;d;u
p;4.2;o;d;w;f;f;f;f;4.98;25.22;c;g;w;p;y;t;f;g;p;u
e;3.62;f;h;n;f;a;c;n;6.54;7.1;e;s;w;u;w;f;f;k;d;u
e;8.09;x;s;k;f;a;c;w;4.25;16.03;b;i;w;u;e;f;f;e;d;u
e;9.07;x;d;g;f;a;c;w;6.87;12.61;u;y;w;u;l;f;f;e;d;a
p;1.67;b;h;n;f;a;c;n;5.25;1.73;u;t;n;u;o;f;f;k;h;s
p;4.58;b;s;y;f;d;c;r;7.89;7.52;b;y;y;u;w;t;z;r;d;u
e;1.19;x;g;y;f;a;c;w;5.83;1.96;c;t;y;f;f;f;f;p;g;a
p;15.48;x;g;e;f;e;c;w;19.22;18.14;s;y;w;u;w;t;p;e;d;u
p;3.79;f;w;u;f;a;c;u;6.17;5.59;b;s;u;u;e;f;f;y;l;u
p;8.02;x;e;n;f;a;c;n;9.78;13.86;s;l;n;u;n;f;f;k;d;a
p;4.02;o;h;w;f;f;f;f;5.51;32.62;c;g;w;p;y;t;f;b;d;a
e;4.14;f;t;n;f;d;d;o;5.99;8.34;c;t;o;f;f;f;f;e;d;a
p;2.58;f;s;o;f;a;c;y;3.03;5.65;u;l;o;p;l;f;f;y;h;a
e;10.06;x;l;n;t;x;c;w;10.83;18.15;b;i;w;u;w;t;r;w;d;a
e;1.41;c;g;n;f;a;c;w;5.27;1.46;c;d;g;f;f;f;f;w;l;u
p;4.31;f;d;b;f;x;c;y;4.58;3.09;b;s;n;p;w;f;f;b;d;a
e;14.45;x;y;n;t;e;c;w;9.43;16.68;s;y;w;p;w;t;s;e;g;u
e;3.35;x;h;e;f;a;c;e;4.6;7.26;b;d;e;u;e;f;f;w;g;w
e;4.36;x;l;y;f;a;c;o;3.42;9.13;u;s;w;f;f;f;f;w;d;a
e;13.43;s;w;w;t;d;c;w;6.42;25.97;b;s;w;p;w;f;f;u;d;a
p;1.83;f;y;o;f;d;c;y;3.31;5.77;c;l;o;f;f;f;f;u;h;a
e;10.56;p;y;n;t;e;c;p;8.73;17.42;s;y;w;p;w;t;l;n;l;a
e;3.56;x;d;n;f;p;c;y;5.03;10.23;c;i;n;f;f;f;f;e;d;a
e;1.78;x;t;y;f;a;c;w;6.18;2.12;c;t;y;f;f;f;f;e;g;a
p;6.77;x;d;e;t;d;c;w;5.77;8.0;b;y;e;p;e;f;f;n;d;a
e;3.27;s;l;y;f;f;f;f;6.02;7.17;u;h;y;p;l;f;f;b;d;a
p;0.78;x;g;y;f;a;c;y;3.78;0.85;c;g;y;f;f;f;f;p;d;u
p;2.36;x;g;n;f;a;c;w;6.78;2.43;c;y;w;u;w;f;f;u;d;a
e;8.65;f;l;p;f;x;c;w;8.5;22.14;c;s;w;f;f;f;f;w;d;u
e;7.26;f;s;o;f;s;c;y;8.46;11.98;e;t;o;p;y;f;f;u;d;a
e;5.86;o;l;g;f;f;f;f;5.49;20.8;s;g;n;p;w;f;f;b;d;s
p;2.01;b;h;n;f;a;c;n;5.14;1.66;u;t;n;p;o;f;f;k;h;s
e;4.06;p;l;g;f;f;f;f;3.47;19.53;s;l;n;p;l;f;f;g;d;s
p;1.86;f;i;l;f;a;c;p;3.63;2.41;c;i;w;f;k;f;f;p;g;a
p;5.9;p;y;n;f;x;c;w;10.19;12.11;b;s;w;p;w;t;z;n;g;w
p;9.35;x;i;n;f;a;c;n;11.98;14.56;s;i;n;u;n;f;f;w;d;a
e;9.54;s;s;r;f;x;c;n;6.17;23.27;c;g;n;p;w;f;f;b;d;u
e;4.37;x;t;n;f;d;d;o;6.6;8.68;s;t;o;f;f;f;f;e;d;w
p;3.07;b;g;g;f;a;c;k;10.94;2.67;s;y;n;u;w;f;f;k;g;a
p;1.32;x;g;n;f;d;d;n;1.81;2.35;b;s;n;u;f;f;f;g;d;u
p;11.45;x;e;y;t;p;d;o;7.57;26.65;c;h;u;u;w;f;f;w;d;u
p;4.63;o;h;w;f;f;f;f;5.68;32.79;c;g;w;p;y;t;f;b;p;a
e;8.28;p;d;n;f;a;c;w;7.51;15.32;c;d;w;f;k;f;f;p;g;a
p;2.9;x;g;n;f;a;c;w;7.86;2.66;s;s;w;u;w;f;f;e;d;u
e;10.51;s;s;u;f;s;c;u;8.45;21.46;b;g;b;p;r;f;f;r;l;w
p;10.03;x;i;n;f;a;c;n;10.72;16.0;s;i;n;u;e;f;f;w;d;a
p;9.04;x;y;w;t;e;c;p;7.99;14.3;s;s;w;p;w;t;l;e;g;u
p;9.54;o;h;n;f;f;f;f;3.45;24.56;s;g;n;p;e;f;f;g;d;s
p;5.97;f;s;y;f;s;d;y;5.61;13.62;z;i;y;f;f;f;f;e;d;a
p;3.64;x;t;n;f;s;c;n;6.22;9.4;s;s;w;p;n;t;z;k;d;a
p;3.99;f;t;n;f;x;c;p;6.41;4.7;s;i;g;p;w;f;f;n;g;u
e;8.68;x;e;y;f;x;c;w;6.91;19.87;s;y;w;u;w;f;f;w;d;a
e;12.88;f;s;y;f;x;c;n;8.32;23.01;c;g;n;f;f;f;f;b;d;w
p;2.76;b;y;n;f;a;c;g;5.34;4.48;s;s;w;u;u;f;f;k;d;a
e;12.45;f;d;g;f;d;c;y;2.58;16.15;e;s;w;f;f;f;f;w;d;w
e;7.02;x;s;y;f;a;c;w;4.95;11.68;b;y;w;u;e;f;f;e;d;a
p;3.26;x;s;o;f;a;c;y;3.12;5.44;u;i;y;f;f;f;f;u;m;a
p;4.48;o;s;y;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;w
e;8.73;s;h;n;f;s;c;g;7.73;20.78;b;g;u;p;r;f;f;p;g;w
p;4.9;c;e;y;t;x;c;p;4.81;11.94;b;l;w;p;b;f;f;p;g;u
p;2.28;x;i;k;f;a;c;p;4.16;2.69;b;i;w;p;w;f;f;p;g;a
p;4.88;s;d;y;f;d;c;o;3.46;6.13;b;g;o;p;w;f;f;b;d;u
p;7.77;x;e;n;f;a;c;n;7.28;11.71;s;l;n;u;n;f;f;k;h;a
p;7.62;f;w;p;f;s;c;p;3.94;9.06;b;h;p;p;l;f;f;b;d;w
p;10.47;x;d;y;f;a;c;y;11.23;24.33;r;s;o;p;w;t;r;n;d;u
e;14.36;x;y;n;t;e;c;w;10.59;18.16;s;y;w;p;w;t;r;e;g;a
p;0.91;x;g;w;f;a;d;w;2.51;1.49;b;y;e;p;p;f;f;u;l;a
e;3.79;b;g;n;f;x;d;w;4.22;2.8;s;d;y;f;f;f;f;w;g;a
e;6.4;x;k;y;f;e;c;w;6.17;12.65;b;i;w;u;y;t;r;w;d;u
p;5.33;b;s;g;f;d;c;k;9.72;12.16;s;s;w;u;b;t;z;k;d;w
e;2.12;x;l;b;f;x;d;u;5.41;4.02;u;l;w;f;f;f;f;e;d;u
p;1.18;b;t;y;f;x;c;g;4.51;2.8;s;h;n;p;o;t;f;u;g;u
p;3.97;b;s;y;f;a;c;y;7.99;7.55;s;y;y;u;w;t;z;k;d;w
p;2.94;s;w;n;t;d;c;n;3.6;6.53;b;l;n;u;y;f;f;u;d;a
e;8.56;x;s;w;f;s;c;w;6.92;29.52;s;g;w;u;w;f;f;e;m;s
p;13.64;x;h;e;f;e;c;w;16.74;16.93;s;y;w;u;w;t;p;w;d;w
p;1.42;b;h;n;f;a;c;n;3.88;1.24;s;t;n;p;w;f;f;k;d;a
e;6.66;x;h;y;f;p;c;y;7.59;13.84;e;s;y;p;y;t;r;e;d;a
e;14.38;f;y;e;f;d;c;w;8.13;26.79;b;s;n;u;w;t;e;e;d;a
p;2.49;f;w;o;t;d;c;n;3.04;5.66;b;h;n;p;y;f;f;p;d;u
e;10.0;s;t;w;t;d;c;y;5.95;24.43;b;d;w;u;e;f;f;e;d;a
p;4.11;f;l;y;f;x;d;y;6.67;5.15;e;g;n;p;e;f;f;n;d;a
p;5.68;f;k;n;f;d;c;y;5.87;6.28;b;i;y;u;w;t;r;u;d;a
p;6.44;x;t;e;f;x;d;w;6.91;18.28;b;d;w;u;e;f;f;w;d;a
p;4.46;x;h;o;f;a;c;y;6.2;7.95;e;g;o;f;f;f;f;u;g;a
e;6.88;p;d;n;f;a;c;w;5.75;12.12;u;s;w;u;o;f;f;w;d;a
p;2.73;x;i;e;f;x;c;e;3.48;4.11;e;y;e;p;w;f;f;n;d;a
p;5.89;x;e;e;f;a;c;g;7.52;9.14;s;g;y;u;w;t;z;k;d;a
e;8.38;f;s;u;f;a;c;w;4.28;14.81;b;g;w;u;e;f;f;e;d;u
p;3.74;f;s;p;f;x;c;w;5.1;6.3;u;s;w;p;k;f;f;n;d;a
e;4.95;c;k;n;f;f;f;f;5.82;21.05;s;e;n;p;w;f;f;g;l;s
p;7.54;x;y;w;t;e;c;n;8.09;13.39;s;i;w;p;w;t;l;e;g;a
p;1.1;x;s;y;f;f;f;f;2.64;4.57;u;g;y;f;f;f;f;u;d;u
p;9.47;x;e;n;f;a;c;n;12.32;17.84;s;h;n;u;e;f;f;k;d;a
